# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	NW_001820850.1	4462	8425	-						5476937	BBOV_I005400	3964		partial
mRNA		GCF_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	NW_001820850.1	4462	8425	-	XM_001608575.1		XP_001608625.1	variant erythrocyte surface antigen-1, putative		5476937	BBOV_I005400	3255	3255	partial
CDS	with_protein	GCF_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	NW_001820850.1	4462	8425	-	XP_001608625.1		XM_001608575.1	variant erythrocyte surface antigen-1		5476937	BBOV_I005400	3255	1084	
gene	protein_coding	GCF_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	NW_001820850.1	8765	12965	+						5476936	BBOV_I005410	4201		partial
mRNA		GCF_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	NW_001820850.1	8765	12965	+	XM_001608576.1		XP_001608626.1	variant erythrocyte surface antigen-1, putative		5476936	BBOV_I005410	4014	4014	partial
CDS	with_protein	GCF_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	NW_001820850.1	8765	12965	+	XP_001608626.1		XM_001608576.1	variant erythrocyte surface antigen-1		5476936	BBOV_I005410	4014	1337	
gene	protein_coding	GCF_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	NW_001820854.1	1717	2193	-						5477388	BBOV_I001300	477		partial
mRNA		GCF_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	NW_001820854.1	1717	2193	-	XM_001608732.1		XP_001608782.1	membrane protein, putative		5477388	BBOV_I001300	477	477	partial
CDS	with_protein	GCF_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	NW_001820854.1	1717	2193	-	XP_001608782.1		XM_001608732.1	hypothetical protein		5477388	BBOV_I001300	477	158	
gene	protein_coding	GCF_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	NW_001820854.1	2491	3606	-						5477010	BBOV_I001310	1116		partial
mRNA		GCF_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	NW_001820854.1	2491	3606	-	XM_001608733.1		XP_001608783.1	membrane protein, putative		5477010	BBOV_I001310	1116	1116	partial
CDS	with_protein	GCF_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	NW_001820854.1	2491	3606	-	XP_001608783.1		XM_001608733.1	hypothetical protein		5477010	BBOV_I001310	1116	371	
gene	protein_coding	GCF_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	NW_001820854.1	3976	5046	-						5477011	BBOV_I001320	1071		partial
mRNA		GCF_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	NW_001820854.1	3976	5046	-	XM_001608734.1		XP_001608784.1	variant erythrocyte surface antigen-1, beta subunit		5477011	BBOV_I001320	990	990	partial
CDS	with_protein	GCF_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	NW_001820854.1	3976	5046	-	XP_001608784.1		XM_001608734.1	variant erythrocyte surface antigen-1, beta subunit		5477011	BBOV_I001320	990	329	
gene	protein_coding	GCF_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	NW_001820854.1	5481	8502	+						5477012	BBOV_I001330	3022		partial
mRNA		GCF_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	NW_001820854.1	5481	8502	+	XM_001608735.1		XP_001608785.1	variant erythrocyte surface antigen-1, alpha subunit		5477012	BBOV_I001330	2865	2865	partial
CDS	with_protein	GCF_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	NW_001820854.1	5481	8502	+	XP_001608785.1		XM_001608735.1	variant erythrocyte surface antigen-1, alpha subunit		5477012	BBOV_I001330	2865	954	
gene	protein_coding	GCF_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	NW_001820854.1	9041	9587	+						5477013	BBOV_I001340	547		partial
mRNA		GCF_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	NW_001820854.1	9041	9587	+	XM_001608736.1		XP_001608786.1	variant erythrocyte surface antigen-1, beta subunit		5477013	BBOV_I001340	438	438	partial
CDS	with_protein	GCF_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	NW_001820854.1	9041	9587	+	XP_001608786.1		XM_001608736.1	variant erythrocyte surface antigen-1, beta subunit		5477013	BBOV_I001340	438	145	
gene	protein_coding	GCF_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	NW_001820854.1	10149	11112	+						5477014	BBOV_I001350	964		partial
mRNA		GCF_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	NW_001820854.1	10149	11112	+	XM_001608737.1		XP_001608787.1	hypothetical protein		5477014	BBOV_I001350	948	948	partial
CDS	with_protein	GCF_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	NW_001820854.1	10149	11112	+	XP_001608787.1		XM_001608737.1	hypothetical protein		5477014	BBOV_I001350	948	315	
gene	protein_coding	GCF_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	NW_001820854.1	11359	11841	+						5477015	BBOV_I001360	483		partial
mRNA		GCF_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	NW_001820854.1	11359	11841	+	XM_001608738.1		XP_001608788.1	membrane protein, putative		5477015	BBOV_I001360	483	483	partial
CDS	with_protein	GCF_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	NW_001820854.1	11359	11841	+	XP_001608788.1		XM_001608738.1	hypothetical protein		5477015	BBOV_I001360	483	160	
gene	protein_coding	GCF_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	NW_001820854.1	12439	13008	+						5477016	BBOV_I001370	570		partial
mRNA		GCF_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	NW_001820854.1	12439	13008	+	XM_001608739.1		XP_001608789.1	SmORF		5477016	BBOV_I001370	570	570	partial
CDS	with_protein	GCF_000165395.1	Primary Assembly	unlocalized scaffold on chromosome	1	NW_001820854.1	12439	13008	+	XP_001608789.1		XM_001608739.1	SmORF		5477016	BBOV_I001370	570	189	
