# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000149385.1	Primary Assembly	chromosome	1	NC_009177.1	1529	3292	-						4934088	CNBA0010	1764		
mRNA		GCF_000149385.1	Primary Assembly	chromosome	1	NC_009177.1	1529	3292	-	XM_772901.1		XP_777994.1			4934088	CNBA0010	963	963	partial
CDS	with_protein	GCF_000149385.1	Primary Assembly	chromosome	1	NC_009177.1	1529	3292	-	XP_777994.1		XM_772901.1	hypothetical protein		4934088	CNBA0010	963	320	
gene	protein_coding	GCF_000149385.1	Primary Assembly	chromosome	1	NC_009177.1	4224	7592	+						4933268	CNBA0020	3369		
mRNA		GCF_000149385.1	Primary Assembly	chromosome	1	NC_009177.1	4224	7592	+	XM_772902.1		XP_777995.1			4933268	CNBA0020	2973	2973	partial
CDS	with_protein	GCF_000149385.1	Primary Assembly	chromosome	1	NC_009177.1	4224	7592	+	XP_777995.1		XM_772902.1	hypothetical protein		4933268	CNBA0020	2973	990	
gene	protein_coding	GCF_000149385.1	Primary Assembly	chromosome	1	NC_009177.1	9526	10949	-						4933269	CNBA0030	1424		
mRNA		GCF_000149385.1	Primary Assembly	chromosome	1	NC_009177.1	9526	10949	-	XM_772903.1		XP_777996.1			4933269	CNBA0030	1140	1140	partial
CDS	with_protein	GCF_000149385.1	Primary Assembly	chromosome	1	NC_009177.1	9526	10949	-	XP_777996.1		XM_772903.1	hypothetical protein		4933269	CNBA0030	1140	379	
gene	protein_coding	GCF_000149385.1	Primary Assembly	chromosome	1	NC_009177.1	11292	15499	+						4933270	CNBA0040	4208		
mRNA		GCF_000149385.1	Primary Assembly	chromosome	1	NC_009177.1	11292	15499	+	XM_772904.1		XP_777997.1			4933270	CNBA0040	3522	3522	partial
CDS	with_protein	GCF_000149385.1	Primary Assembly	chromosome	1	NC_009177.1	11292	15499	+	XP_777997.1		XM_772904.1	hypothetical protein		4933270	CNBA0040	3522	1173	
gene	protein_coding	GCF_000149385.1	Primary Assembly	chromosome	1	NC_009177.1	15670	17746	-						4933271	CNBA0050	2077		
mRNA		GCF_000149385.1	Primary Assembly	chromosome	1	NC_009177.1	15670	17746	-	XM_772905.1		XP_777998.1			4933271	CNBA0050	1749	1749	partial
CDS	with_protein	GCF_000149385.1	Primary Assembly	chromosome	1	NC_009177.1	15670	17746	-	XP_777998.1		XM_772905.1	hypothetical protein		4933271	CNBA0050	1749	582	
gene	protein_coding	GCF_000149385.1	Primary Assembly	chromosome	1	NC_009177.1	17959	19346	+						4933272	CNBA0060	1388		
mRNA		GCF_000149385.1	Primary Assembly	chromosome	1	NC_009177.1	17959	19346	+	XM_772906.1		XP_777999.1			4933272	CNBA0060	1020	1020	partial
CDS	with_protein	GCF_000149385.1	Primary Assembly	chromosome	1	NC_009177.1	17959	19346	+	XP_777999.1		XM_772906.1	hypothetical protein		4933272	CNBA0060	1020	339	
gene	protein_coding	GCF_000149385.1	Primary Assembly	chromosome	1	NC_009177.1	23587	24302	+						4933273	CNBA0070	716		
mRNA		GCF_000149385.1	Primary Assembly	chromosome	1	NC_009177.1	23587	24302	+	XM_772907.1		XP_778000.1			4933273	CNBA0070	636	636	partial
CDS	with_protein	GCF_000149385.1	Primary Assembly	chromosome	1	NC_009177.1	23587	24302	+	XP_778000.1		XM_772907.1	hypothetical protein		4933273	CNBA0070	636	211	
gene	protein_coding	GCF_000149385.1	Primary Assembly	chromosome	1	NC_009177.1	25085	25915	+						4933274	CNBA0080	831		
mRNA		GCF_000149385.1	Primary Assembly	chromosome	1	NC_009177.1	25085	25915	+	XM_772908.1		XP_778001.1			4933274	CNBA0080	651	651	partial
CDS	with_protein	GCF_000149385.1	Primary Assembly	chromosome	1	NC_009177.1	25085	25915	+	XP_778001.1		XM_772908.1	hypothetical protein		4933274	CNBA0080	651	216	
gene	protein_coding	GCF_000149385.1	Primary Assembly	chromosome	1	NC_009177.1	26406	28800	-						4933275	CNBA0090	2395		
