# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000227135.1	Primary Assembly	chromosome	1	NC_018228.1	3662	4663	-						13389722	LDBPK_010010	1002		partial
mRNA		GCF_000227135.1	Primary Assembly	chromosome	1	NC_018228.1	3662	4663	-	XM_003857767.1		XP_003857815.1	hypothetical protein, unknown function		13389722	LDBPK_010010	1002	1002	partial
CDS	with_protein	GCF_000227135.1	Primary Assembly	chromosome	1	NC_018228.1	3662	4663	-	XP_003857815.1		XM_003857767.1	hypothetical protein, unknown function		13389722	LDBPK_010010	1002	333	
gene	protein_coding	GCF_000227135.1	Primary Assembly	chromosome	1	NC_018228.1	5750	7411	-						13389754	LDBPK_010020	1662		partial
mRNA		GCF_000227135.1	Primary Assembly	chromosome	1	NC_018228.1	5750	7411	-	XM_003857768.1		XP_003857816.1	hypothetical protein, conserved		13389754	LDBPK_010020	1662	1662	partial
CDS	with_protein	GCF_000227135.1	Primary Assembly	chromosome	1	NC_018228.1	5750	7411	-	XP_003857816.1		XM_003857768.1	hypothetical protein, conserved		13389754	LDBPK_010020	1662	553	
gene	protein_coding	GCF_000227135.1	Primary Assembly	chromosome	1	NC_018228.1	9003	11024	-						13389774	LDBPK_010030	2022		partial
mRNA		GCF_000227135.1	Primary Assembly	chromosome	1	NC_018228.1	9003	11024	-	XM_003857769.1		XP_003857817.1	MCAK-like kinesin, putative		13389774	LDBPK_010030	2022	2022	partial
CDS	with_protein	GCF_000227135.1	Primary Assembly	chromosome	1	NC_018228.1	9003	11024	-	XP_003857817.1		XM_003857769.1	MCAK-like kinesin, putative		13389774	LDBPK_010030	2022	673	
gene	protein_coding	GCF_000227135.1	Primary Assembly	chromosome	1	NC_018228.1	12006	12566	-						13389788	LDBPK_010040	561		partial
mRNA		GCF_000227135.1	Primary Assembly	chromosome	1	NC_018228.1	12006	12566	-	XM_003857770.1		XP_003857818.1	hypothetical protein, unknown function		13389788	LDBPK_010040	561	561	partial
CDS	with_protein	GCF_000227135.1	Primary Assembly	chromosome	1	NC_018228.1	12006	12566	-	XP_003857818.1		XM_003857770.1	hypothetical protein, unknown function		13389788	LDBPK_010040	561	186	
gene	protein_coding	GCF_000227135.1	Primary Assembly	chromosome	1	NC_018228.1	15035	17032	-						13389787	LDBPK_010050	1998		partial
mRNA		GCF_000227135.1	Primary Assembly	chromosome	1	NC_018228.1	15035	17032	-	XM_003857771.1		XP_003857819.1	carboxylase, putative		13389787	LDBPK_010050	1998	1998	partial
CDS	with_protein	GCF_000227135.1	Primary Assembly	chromosome	1	NC_018228.1	15035	17032	-	XP_003857819.1		XM_003857771.1	carboxylase, putative		13389787	LDBPK_010050	1998	665	
gene	protein_coding	GCF_000227135.1	Primary Assembly	chromosome	1	NC_018228.1	18188	18937	-						13390031	LDBPK_010060	750		partial
mRNA		GCF_000227135.1	Primary Assembly	chromosome	1	NC_018228.1	18188	18937	-	XM_003857772.1		XP_003857820.1	hypothetical protein, conserved		13390031	LDBPK_010060	750	750	partial
CDS	with_protein	GCF_000227135.1	Primary Assembly	chromosome	1	NC_018228.1	18188	18937	-	XP_003857820.1		XM_003857772.1	hypothetical protein, conserved		13390031	LDBPK_010060	750	249	
