# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	3039	4658	-						3502671	TP01_0001	1620		partial
mRNA		GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	3039	4658	-	XM_760435.1		XP_765528.1	hypothetical protein 1		3502671	TP01_0001	1620	1620	partial
CDS	with_protein	GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	3039	4658	-	XP_765528.1		XM_760435.1	hypothetical protein		3502671	TP01_0001	1620	539	
gene	protein_coding	GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	5178	6593	-						3502672	TP01_0002	1416		partial
mRNA		GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	5178	6593	-	XM_760436.1		XP_765529.1	hypothetical protein 2		3502672	TP01_0002	1416	1416	partial
CDS	with_protein	GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	5178	6593	-	XP_765529.1		XM_760436.1	hypothetical protein		3502672	TP01_0002	1416	471	
gene	protein_coding	GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	7216	17805	-						3502673	TP01_0003	10590		partial
mRNA		GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	7216	17805	-	XM_760437.1		XP_765530.1	hypothetical protein 3		3502673	TP01_0003	10590	10590	partial
CDS	with_protein	GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	7216	17805	-	XP_765530.1		XM_760437.1	hypothetical protein		3502673	TP01_0003	10590	3529	
gene	protein_coding	GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	18028	20668	-						3503550	TP01_0004	2641		partial
mRNA		GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	18028	20668	-	XM_760438.1		XP_765531.1	hypothetical protein		3503550	TP01_0004	1407	1407	partial
CDS	with_protein	GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	18028	20668	-	XP_765531.1		XM_760438.1	hypothetical protein		3503550	TP01_0004	1407	468	
gene	protein_coding	GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	20951	21967	-						3503551	TP01_0005	1017		partial
mRNA		GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	20951	21967	-	XM_760439.1		XP_765532.1	hypothetical protein		3503551	TP01_0005	1017	1017	partial
CDS	with_protein	GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	20951	21967	-	XP_765532.1		XM_760439.1	hypothetical protein		3503551	TP01_0005	1017	338	
gene	protein_coding	GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	22238	23719	-						3503552	TP01_0006	1482		partial
mRNA		GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	22238	23719	-	XM_760440.1		XP_765533.1	hypothetical protein		3503552	TP01_0006	1482	1482	partial
CDS	with_protein	GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	22238	23719	-	XP_765533.1		XM_760440.1	hypothetical protein		3503552	TP01_0006	1482	493	
gene	protein_coding	GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	25166	26808	-						3503553	TP01_0007	1643		partial
mRNA		GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	25166	26808	-	XM_760441.1		XP_765534.1	hypothetical protein		3503553	TP01_0007	1533	1533	partial
CDS	with_protein	GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	25166	26808	-	XP_765534.1		XM_760441.1	hypothetical protein		3503553	TP01_0007	1533	510	
gene	protein_coding	GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	27234	28600	-						3503554	TP01_0008	1367		partial
mRNA		GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	27234	28600	-	XM_760442.1		XP_765535.1	hypothetical protein		3503554	TP01_0008	1335	1335	partial
CDS	with_protein	GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	27234	28600	-	XP_765535.1		XM_760442.1	hypothetical protein		3503554	TP01_0008	1335	444	
gene	protein_coding	GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	28816	30312	-						3503555	TP01_0009	1497		partial
mRNA		GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	28816	30312	-	XM_760443.1		XP_765536.1	hypothetical protein		3503555	TP01_0009	1497	1497	partial
CDS	with_protein	GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	28816	30312	-	XP_765536.1		XM_760443.1	hypothetical protein		3503555	TP01_0009	1497	498	
gene	protein_coding	GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	31535	32184	-						3503556	TP01_0010	650		partial
mRNA		GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	31535	32184	-	XM_760444.1		XP_765537.1	hypothetical protein		3503556	TP01_0010	603	603	partial
CDS	with_protein	GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	31535	32184	-	XP_765537.1		XM_760444.1	hypothetical protein		3503556	TP01_0010	603	200	
gene	protein_coding	GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	33474	38072	+						3503557	TP01_0011	4599		partial
mRNA		GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	33474	38072	+	XM_760445.1		XP_765538.1	ABC transporter		3503557	TP01_0011	4599	4599	partial
CDS	with_protein	GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	33474	38072	+	XP_765538.1		XM_760445.1	ABC transporter		3503557	TP01_0011	4599	1532	
gene	protein_coding	GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	38315	38981	-						3502707	TP01_0012	667		partial
mRNA		GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	38315	38981	-	XM_760446.1		XP_765539.1	protein kinase C interacting protein 1		3502707	TP01_0012	543	543	partial
CDS	with_protein	GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	38315	38981	-	XP_765539.1		XM_760446.1	protein kinase C interacting protein 1		3502707	TP01_0012	543	180	
gene	protein_coding	GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	39457	40565	-						3502708	TP01_0013	1109		partial
mRNA		GCF_000165365.1	Primary Assembly	chromosome	1	NC_007344.1	39457	40565	-	XM_760447.1		XP_765540.1	exosome complex exonuclease Rrp45		3502708	TP01_0013	831	831	partial
