# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_002220235.1	Primary Assembly	chromosome	1	NC_024008.1	944	1510	+						19018477	Bathy01g00010	567		partial
mRNA		GCF_002220235.1	Primary Assembly	chromosome	1	NC_024008.1	944	1510	+	XM_007515176.1		XP_007515238.1	predicted protein		19018477	Bathy01g00010	567	567	partial
CDS	with_protein	GCF_002220235.1	Primary Assembly	chromosome	1	NC_024008.1	944	1510	+	XP_007515238.1		XM_007515176.1	predicted protein		19018477	Bathy01g00010	567	188	
gene	protein_coding	GCF_002220235.1	Primary Assembly	chromosome	1	NC_024008.1	1567	2967	-						19017738	Bathy01g00020	1401		partial
mRNA		GCF_002220235.1	Primary Assembly	chromosome	1	NC_024008.1	1567	2967	-	XM_007515186.1		XP_007515248.1	predicted protein		19017738	Bathy01g00020	1401	1401	partial
CDS	with_protein	GCF_002220235.1	Primary Assembly	chromosome	1	NC_024008.1	1567	2967	-	XP_007515248.1		XM_007515186.1	predicted protein		19017738	Bathy01g00020	1401	466	
gene	protein_coding	GCF_002220235.1	Primary Assembly	chromosome	1	NC_024008.1	3323	4720	+						19017739	Bathy01g00030	1398		partial
mRNA		GCF_002220235.1	Primary Assembly	chromosome	1	NC_024008.1	3323	4720	+	XM_007515050.1		XP_007515112.1	glutathione S-transferase		19017739	Bathy01g00030	1398	1398	partial
CDS	with_protein	GCF_002220235.1	Primary Assembly	chromosome	1	NC_024008.1	3323	4720	+	XP_007515112.1		XM_007515050.1	glutathione S-transferase		19017739	Bathy01g00030	1398	465	
gene	protein_coding	GCF_002220235.1	Primary Assembly	chromosome	1	NC_024008.1	4879	6012	-						19017740	Bathy01g00040	1134		partial
mRNA		GCF_002220235.1	Primary Assembly	chromosome	1	NC_024008.1	4879	6012	-	XM_007515460.1		XP_007515522.1	predicted protein		19017740	Bathy01g00040	1134	1134	partial
CDS	with_protein	GCF_002220235.1	Primary Assembly	chromosome	1	NC_024008.1	4879	6012	-	XP_007515522.1		XM_007515460.1	predicted protein		19017740	Bathy01g00040	1134	377	
gene	protein_coding	GCF_002220235.1	Primary Assembly	chromosome	1	NC_024008.1	6267	10415	+						19017741	Bathy01g00050	4149		partial
mRNA		GCF_002220235.1	Primary Assembly	chromosome	1	NC_024008.1	6267	10415	+	XM_007515508.1		XP_007515570.1	PAB-dependent poly(A)-specific ribonuclease subunit 2		19017741	Bathy01g00050	4149	4149	partial
CDS	with_protein	GCF_002220235.1	Primary Assembly	chromosome	1	NC_024008.1	6267	10415	+	XP_007515570.1		XM_007515508.1	PAB-dependent poly(A)-specific ribonuclease subunit 2		19017741	Bathy01g00050	4149	1382	
gene	protein_coding	GCF_002220235.1	Primary Assembly	chromosome	1	NC_024008.1	10642	11703	+						19017742	Bathy01g00060	1062		partial
mRNA		GCF_002220235.1	Primary Assembly	chromosome	1	NC_024008.1	10642	11703	+	XM_007515591.1		XP_007515653.1	predicted protein		19017742	Bathy01g00060	1062	1062	partial
CDS	with_protein	GCF_002220235.1	Primary Assembly	chromosome	1	NC_024008.1	10642	11703	+	XP_007515653.1		XM_007515591.1	predicted protein		19017742	Bathy01g00060	1062	353	
gene	protein_coding	GCF_002220235.1	Primary Assembly	chromosome	1	NC_024008.1	11810	12916	-						19017743	Bathy01g00070	1107		partial
mRNA		GCF_002220235.1	Primary Assembly	chromosome	1	NC_024008.1	11810	12916	-	XM_007515131.1		XP_007515193.1	predicted protein		19017743	Bathy01g00070	1050	1050	partial
CDS	with_protein	GCF_002220235.1	Primary Assembly	chromosome	1	NC_024008.1	11810	12916	-	XP_007515193.1		XM_007515131.1	predicted protein		19017743	Bathy01g00070	1050	349	
gene	protein_coding	GCF_002220235.1	Primary Assembly	chromosome	1	NC_024008.1	13185	15374	+						19017744	Bathy01g00080	2190		partial
mRNA		GCF_002220235.1	Primary Assembly	chromosome	1	NC_024008.1	13185	15374	+	XM_007515695.1		XP_007515757.1	unnamed protein product		19017744	Bathy01g00080	2190	2190	partial
CDS	with_protein	GCF_002220235.1	Primary Assembly	chromosome	1	NC_024008.1	13185	15374	+	XP_007515757.1		XM_007515695.1	unnamed protein product		19017744	Bathy01g00080	2190	729	
gene	protein_coding	GCF_002220235.1	Primary Assembly	chromosome	1	NC_024008.1	15470	16171	-						19017745	Bathy01g00090	702		partial
mRNA		GCF_002220235.1	Primary Assembly	chromosome	1	NC_024008.1	15470	16171	-	XM_007515332.1		XP_007515394.1	predicted protein		19017745	Bathy01g00090	702	702	partial
