# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000151665.1	Primary Assembly	unplaced scaffold		NW_013171815.1	28397	29875	-						24917328	GSBLH_T00000003001	1479		partial
mRNA		GCF_000151665.1	Primary Assembly	unplaced scaffold		NW_013171815.1	28397	29875	-	XM_013038130.1		XP_012893584.1			24917328	GSBLH_T00000003001	1290	1290	partial
CDS	with_protein	GCF_000151665.1	Primary Assembly	unplaced scaffold		NW_013171815.1	28397	29875	-	XP_012893584.1		XM_013038130.1	uncharacterized protein		24917328	GSBLH_T00000003001	1290	429	
gene	protein_coding	GCF_000151665.1	Primary Assembly	unplaced scaffold		NW_013171815.1	32865	34089	-						24922126	GSBLH_T00006001001	1225		partial
mRNA		GCF_000151665.1	Primary Assembly	unplaced scaffold		NW_013171815.1	32865	34089	-	XM_013038131.1		XP_012893585.1			24922126	GSBLH_T00006001001	1176	1176	partial
CDS	with_protein	GCF_000151665.1	Primary Assembly	unplaced scaffold		NW_013171815.1	32865	34089	-	XP_012893585.1		XM_013038131.1	uncharacterized protein		24922126	GSBLH_T00006001001	1176	391	
gene	protein_coding	GCF_000151665.1	Primary Assembly	unplaced scaffold		NW_013171815.1	36801	38130	-						24917329	GSBLH_T00000004001	1330		partial
mRNA		GCF_000151665.1	Primary Assembly	unplaced scaffold		NW_013171815.1	36801	38130	-	XM_013038132.1		XP_012893586.1			24917329	GSBLH_T00000004001	1299	1299	partial
CDS	with_protein	GCF_000151665.1	Primary Assembly	unplaced scaffold		NW_013171815.1	36801	38130	-	XP_012893586.1		XM_013038132.1	uncharacterized protein		24917329	GSBLH_T00000004001	1299	432	
gene	protein_coding	GCF_000151665.1	Primary Assembly	unplaced scaffold		NW_013171815.1	40343	40664	-						24917330	GSBLH_T00000005001	322		partial
mRNA		GCF_000151665.1	Primary Assembly	unplaced scaffold		NW_013171815.1	40343	40664	-	XM_013038133.1		XP_012893587.1			24917330	GSBLH_T00000005001	322	322	partial
