# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	118	855	-						20520627	EROM_010010	738		partial
mRNA		GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	118	855	-	XM_009265568.1		XP_009263843.1	hypothetical protein		20520627	EROM_010010	738	738	partial
CDS	with_protein	GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	118	855	-	XP_009263843.1		XM_009265568.1	hypothetical protein		20520627	EROM_010010	738	245	
gene	protein_coding	GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	1044	1655	-						20520628	EROM_010020	612		partial
mRNA		GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	1044	1655	-	XM_009265569.1		XP_009263844.1	hypothetical protein		20520628	EROM_010020	612	612	partial
CDS	with_protein	GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	1044	1655	-	XP_009263844.1		XM_009265569.1	hypothetical protein		20520628	EROM_010020	612	203	
gene	protein_coding	GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	1764	2765	-						20520629	EROM_010030	1002		partial
mRNA		GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	1764	2765	-	XM_009265570.1		XP_009263845.1	fructose-bisphosphate aldolase B		20520629	EROM_010030	1002	1002	partial
CDS	with_protein	GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	1764	2765	-	XP_009263845.1		XM_009265570.1	fructose-bisphosphate aldolase B		20520629	EROM_010030	1002	333	
gene	protein_coding	GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	2980	3486	+						20520630	EROM_010040	507		partial
mRNA		GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	2980	3486	+	XM_009265571.1		XP_009263846.1	hypothetical protein		20520630	EROM_010040	507	507	partial
CDS	with_protein	GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	2980	3486	+	XP_009263846.1		XM_009265571.1	hypothetical protein		20520630	EROM_010040	507	168	
gene	protein_coding	GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	3521	3904	-						20520631	EROM_010050	384		partial
mRNA		GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	3521	3904	-	XM_009265572.1		XP_009263847.1	dynein light chain 1		20520631	EROM_010050	384	384	partial
CDS	with_protein	GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	3521	3904	-	XP_009263847.1		XM_009265572.1	dynein light chain 1		20520631	EROM_010050	384	127	
gene	protein_coding	GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	4170	5486	+						20520632	EROM_010060	1317		partial
mRNA		GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	4170	5486	+	XM_009265573.1		XP_009263848.1	hypothetical protein		20520632	EROM_010060	1317	1317	partial
CDS	with_protein	GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	4170	5486	+	XP_009263848.1		XM_009265573.1	hypothetical protein		20520632	EROM_010060	1317	438	
gene	protein_coding	GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	5531	5986	-						20520633	EROM_010070	456		partial
mRNA		GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	5531	5986	-	XM_009265574.1		XP_009263849.1	hypothetical protein		20520633	EROM_010070	456	456	partial
CDS	with_protein	GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	5531	5986	-	XP_009263849.1		XM_009265574.1	hypothetical protein		20520633	EROM_010070	456	151	
gene	protein_coding	GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	6058	6333	-						20520634	EROM_010080	276		partial
mRNA		GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	6058	6333	-	XM_009265575.1		XP_009263850.1	hypothetical protein		20520634	EROM_010080	276	276	partial
CDS	with_protein	GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	6058	6333	-	XP_009263850.1		XM_009265575.1	hypothetical protein		20520634	EROM_010080	276	91	
gene	protein_coding	GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	6468	7187	-						20520635	EROM_010090	720		partial
mRNA		GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	6468	7187	-	XM_009265576.1		XP_009263851.1	60S ribosomal protein L8		20520635	EROM_010090	720	720	partial
CDS	with_protein	GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	6468	7187	-	XP_009263851.1		XM_009265576.1	60S ribosomal protein L8		20520635	EROM_010090	720	239	
gene	protein_coding	GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	7205	7681	+						20520636	EROM_010100	477		partial
mRNA		GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	7205	7681	+	XM_009265577.1		XP_009263852.1	hypothetical protein		20520636	EROM_010100	477	477	partial
CDS	with_protein	GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	7205	7681	+	XP_009263852.1		XM_009265577.1	hypothetical protein		20520636	EROM_010100	477	158	
gene	protein_coding	GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	7761	8246	-						20520637	EROM_010110	486		partial
mRNA		GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	7761	8246	-	XM_009265578.1		XP_009263853.1	U3 small nucleolar ribonucleoprotein component Mpp10		20520637	EROM_010110	486	486	partial
CDS	with_protein	GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	7761	8246	-	XP_009263853.1		XM_009265578.1	U3 small nucleolar ribonucleoprotein component Mpp10		20520637	EROM_010110	486	161	
gene	protein_coding	GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	8306	8788	-						20520638	EROM_010120	483		partial
mRNA		GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	8306	8788	-	XM_009265579.1		XP_009263854.1	hypothetical protein		20520638	EROM_010120	483	483	partial
CDS	with_protein	GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	8306	8788	-	XP_009263854.1		XM_009265579.1	hypothetical protein		20520638	EROM_010120	483	160	
gene	protein_coding	GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	8955	12692	-						20520639	EROM_010130	3738		partial
mRNA		GCF_000280035.1	Primary Assembly	chromosome	I	NC_024896.1	8955	12692	-	XM_009265580.1		XP_009263855.1	helicase DNA-binding protein		20520639	EROM_010130	3738	3738	partial
