# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	29733	37349	+					VAR	813139	PFA_0005w	7617		partial
mRNA		GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	29733	37349	+	XM_001350900.1		XP_001350936.1	erythrocyte membrane protein 1, PfEMP1	VAR	813139	PFA_0005w	6492	6492	partial
CDS	with_protein	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	29733	37349	+	XP_001350936.1		XM_001350900.1	erythrocyte membrane protein 1, PfEMP1	VAR	813139	PFA_0005w	6492	2163	
gene	protein_coding	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	39205	40430	-					RIF	813140	PFA_0010c	1226		partial
mRNA		GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	39205	40430	-	XM_001350901.1		XP_001350937.1	rifin	RIF	813140	PFA_0010c	996	996	partial
CDS	with_protein	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	39205	40430	-	XP_001350937.1		XM_001350901.1	rifin	RIF	813140	PFA_0010c	996	331	
gene	protein_coding	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	42590	46730	-						813141	PFA_0015c	4141		partial
mRNA		GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	42590	46730	-	XM_001350902.1		XP_001350938.1	var-like protein		813141	PFA_0015c	3984	3984	partial
CDS	with_protein	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	42590	46730	-	XP_001350938.1		XM_001350902.1	var-like protein		813141	PFA_0015c	3984	1327	
gene	protein_coding	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	50586	51859	+					RIF	813142	PFA_0020w	1274		partial
mRNA		GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	50586	51859	+	XM_001350903.1		XP_001350939.1	rifin	RIF	813142	PFA_0020w	1119	1119	partial
CDS	with_protein	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	50586	51859	+	XP_001350939.1		XM_001350903.1	rifin	RIF	813142	PFA_0020w	1119	372	
gene	pseudogene	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	53392	53503	-					var pseudogene, exon 1	9221845	PFA_0025c	112		pseudo
gene	protein_coding	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	54001	55229	-					RIF	813144	PFA_0030c	1229		partial
mRNA		GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	54001	55229	-	XM_001350904.1		XP_001350940.1	rifin	RIF	813144	PFA_0030c	1080	1080	partial
CDS	with_protein	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	54001	55229	-	XP_001350940.1		XM_001350904.1	rifin	RIF	813144	PFA_0030c	1080	359	
gene	pseudogene	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	56913	57116	-						9221846	PFA_0035c	204		pseudo
gene	protein_coding	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	60005	61236	+					RIF	4794164	PFA_0040w	1232		partial
mRNA		GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	60005	61236	+	XM_001350906.1		XP_001350942.1	rifin	RIF	4794164	PFA_0040w	1035	1035	partial
CDS	with_protein	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	60005	61236	+	XP_001350942.1		XM_001350906.1	rifin	RIF	4794164	PFA_0040w	1035	344	
gene	protein_coding	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	62420	63633	-					RIF	813146	PFA_0045c	1214		partial
mRNA		GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	62420	63633	-	XM_001350907.1		XP_001350943.1	rifin	RIF	813146	PFA_0045c	1053	1053	partial
CDS	with_protein	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	62420	63633	-	XP_001350943.1		XM_001350907.1	rifin	RIF	813146	PFA_0045c	1053	350	
gene	protein_coding	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	66050	67222	-					RIF	9221847	PFA_0050c	1173		partial
mRNA		GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	66050	67222	-	XM_002808552.1		XP_002808598.1	rifin	RIF	9221847	PFA_0050c	1077	1077	partial
CDS	with_protein	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	66050	67222	-	XP_002808598.1		XM_002808552.1	rifin	RIF	9221847	PFA_0050c	1077	358	
gene	protein_coding	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	69537	70650	-						813148	PFA_0055c	1114		partial
mRNA		GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	69537	70650	-	XM_001350910.1		XP_001350946.1	Plasmodium exported protein (hyp5), unknown function		813148	PFA_0055c	930	930	partial
CDS	with_protein	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	69537	70650	-	XP_001350946.1		XM_001350910.1	Plasmodium exported protein (hyp5), unknown function		813148	PFA_0055c	930	309	
gene	protein_coding	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	71857	72659	+						813149	PFA_0060w	803		partial
mRNA		GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	71857	72659	+	XM_001350911.1		XP_001350947.1	Plasmodium exported protein (hyp4), unknown function		813149	PFA_0060w	693	693	partial
CDS	with_protein	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	71857	72659	+	XP_001350947.1		XM_001350911.1	Plasmodium exported protein (hyp4), unknown function		813149	PFA_0060w	693	230	
gene	protein_coding	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	74796	75599	+					PfMC-2TM	9221815	PFA_0065w	804		partial
mRNA		GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	74796	75599	+	XM_002808553.1		XP_002808599.1	Pfmc-2TM Maurer's cleft two transmembrane protein	PfMC-2TM	9221815	PFA_0065w	708	708	partial
CDS	with_protein	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	74796	75599	+	XP_002808599.1		XM_002808553.1	Pfmc-2TM Maurer's cleft two transmembrane protein	PfMC-2TM	9221815	PFA_0065w	708	235	
gene	pseudogene	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	76215	77042	-					hypothetical protein pseudogene	9221842	PFA_0070c	828		pseudo
gene	pseudogene	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	78474	80124	+					var (pseudogene)	9221840	PFA_0075w	1651		pseudo
gene	protein_coding	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	81998	83339	-					RIF	813153	PFA_0080c	1342		partial
mRNA		GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	81998	83339	-	XM_001350913.1		XP_001350949.1	rifin	RIF	813153	PFA_0080c	1110	1110	partial
CDS	with_protein	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	81998	83339	-	XP_001350949.1		XM_001350913.1	rifin	RIF	813153	PFA_0080c	1110	369	
gene	pseudogene	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	85024	86385	-					var pseudogene, exon2	9221848	PFA_0085c	1362		pseudo
gene	protein_coding	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	87436	88410	-					stevor	813155	PFA_0090c	975		partial
mRNA		GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	87436	88410	-	XM_001350914.1		XP_001350950.1	stevor	stevor	813155	PFA_0090c	870	870	partial
CDS	with_protein	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	87436	88410	-	XP_001350950.1		XM_001350914.1	stevor	stevor	813155	PFA_0090c	870	289	
gene	protein_coding	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	90475	91653	-					RIF	813156	PFA_0095c	1179		partial
mRNA		GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	90475	91653	-	XM_001350915.1		XP_001350951.1	rifin	RIF	813156	PFA_0095c	1032	1032	partial
CDS	with_protein	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	90475	91653	-	XP_001350951.1		XM_001350915.1	rifin	RIF	813156	PFA_0095c	1032	343	
gene	protein_coding	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	93346	94066	-						813157	PFA_0100c	721		partial
mRNA		GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	93346	94066	-	XM_001350916.1		XP_001350952.1	Plasmodium exported protein (PHISTa), unknown function		813157	PFA_0100c	564	564	partial
CDS	with_protein	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	93346	94066	-	XP_001350952.1		XM_001350916.1	Plasmodium exported protein (PHISTa), unknown function		813157	PFA_0100c	564	187	
gene	pseudogene	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	95257	96054	+					stevor, pseudogene	9221816	PFA_0105w	798		pseudo
gene	protein_coding	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	99052	102515	+					RESA	813159	PFA_0110w	3464		partial
mRNA		GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	99052	102515	+	XM_001350918.1		XP_001350954.1	DNAJ protein, putative	RESA	813159	PFA_0110w	3258	3258	partial
CDS	with_protein	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	99052	102515	+	XP_001350954.1		XM_001350918.1	DNAJ protein, putative	RESA	813159	PFA_0110w	3258	1085	
gene	protein_coding	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	104936	105441	+						813160	PFA_0115w	506		partial
mRNA		GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	104936	105441	+	XM_001350919.1		XP_001350955.1	Plasmodium exported protein, unknown function		813160	PFA_0115w	354	354	partial
CDS	with_protein	GCF_000002765.3	Primary Assembly	chromosome	1	NC_004325.1	104936	105441	+	XP_001350955.1		XM_001350919.1	Plasmodium exported protein, unknown function		813160	PFA_0115w	354	117	
