# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000092065.1	Primary Assembly	chromosome	1	NC_009355.1	939	3671	-						5000032	OSTLU_23817	2733		partial
mRNA		GCF_000092065.1	Primary Assembly	chromosome	1	NC_009355.1	939	3671	-	XM_001415671.1		XP_001415708.1	predicted protein		5000032	OSTLU_23817	2733	2733	partial
CDS	with_protein	GCF_000092065.1	Primary Assembly	chromosome	1	NC_009355.1	939	3671	-	XP_001415708.1		XM_001415671.1	predicted protein		5000032	OSTLU_23817	2733	910	
gene	protein_coding	GCF_000092065.1	Primary Assembly	chromosome	1	NC_009355.1	3907	6927	+						4999490	OSTLU_23818	3021		
mRNA		GCF_000092065.1	Primary Assembly	chromosome	1	NC_009355.1	3907	6927	+	XM_001415321.1		XP_001415358.1	predicted protein		4999490	OSTLU_23818	3021	3021	
CDS	with_protein	GCF_000092065.1	Primary Assembly	chromosome	1	NC_009355.1	3933	6299	+	XP_001415358.1		XM_001415321.1	predicted protein		4999490	OSTLU_23818	2367	788	
gene	protein_coding	GCF_000092065.1	Primary Assembly	chromosome	1	NC_009355.1	7085	9160	+						4999875	OSTLU_28610	2076		
mRNA		GCF_000092065.1	Primary Assembly	chromosome	1	NC_009355.1	7085	9160	+	XM_001415322.1		XP_001415359.1	predicted protein		4999875	OSTLU_28610	2076	2076	
CDS	with_protein	GCF_000092065.1	Primary Assembly	chromosome	1	NC_009355.1	7108	8961	+	XP_001415359.1		XM_001415322.1	predicted protein		4999875	OSTLU_28610	1854	617	
gene	protein_coding	GCF_000092065.1	Primary Assembly	chromosome	1	NC_009355.1	9830	11480	+						4999707	OSTLU_23820	1651		partial
mRNA		GCF_000092065.1	Primary Assembly	chromosome	1	NC_009355.1	9830	11480	+	XM_001415323.1		XP_001415360.1	predicted protein		4999707	OSTLU_23820	1651	1651	partial
CDS	with_protein	GCF_000092065.1	Primary Assembly	chromosome	1	NC_009355.1	9840	11480	+	XP_001415360.1		XM_001415323.1	predicted protein		4999707	OSTLU_23820	1641	546	
gene	protein_coding	GCF_000092065.1	Primary Assembly	chromosome	1	NC_009355.1	11467	12599	-						5000037	OSTLU_23821	1133		
