# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	4014	5012	-						22571730	LPMP_010010	999		partial
mRNA		GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	4014	5012	-	XM_010698342.1		XP_010696644.1	hypothetical protein		22571730	LPMP_010010	999	999	partial
CDS	with_protein	GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	4014	5012	-	XP_010696644.1		XM_010698342.1	hypothetical protein		22571730	LPMP_010010	999	332	
gene	protein_coding	GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	6045	7706	-						22571731	LPMP_010020	1662		partial
mRNA		GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	6045	7706	-	XM_010698343.1		XP_010696645.1	hypothetical protein		22571731	LPMP_010020	1662	1662	partial
CDS	with_protein	GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	6045	7706	-	XP_010696645.1		XM_010698343.1	hypothetical protein		22571731	LPMP_010020	1662	553	
gene	protein_coding	GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	9255	11246	-						22571732	LPMP_010030	1992		partial
mRNA		GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	9255	11246	-	XM_010698344.1		XP_010696646.1	MCAK-like kinesin, putative		22571732	LPMP_010030	1992	1992	partial
CDS	with_protein	GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	9255	11246	-	XP_010696646.1		XM_010698344.1	MCAK-like kinesin, putative		22571732	LPMP_010030	1992	663	
gene	protein_coding	GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	12224	12784	-						22571733	LPMP_010040	561		partial
mRNA		GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	12224	12784	-	XM_010698345.1		XP_010696647.1	hypothetical protein		22571733	LPMP_010040	561	561	partial
CDS	with_protein	GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	12224	12784	-	XP_010696647.1		XM_010698345.1	hypothetical protein		22571733	LPMP_010040	561	186	
gene	protein_coding	GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	14987	16984	-						22571734	LPMP_010050	1998		partial
mRNA		GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	14987	16984	-	XM_010698346.1		XP_010696648.1	carboxylase, putative		22571734	LPMP_010050	1998	1998	partial
CDS	with_protein	GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	14987	16984	-	XP_010696648.1		XM_010698346.1	carboxylase, putative		22571734	LPMP_010050	1998	665	
gene	protein_coding	GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	18240	18956	-						22571735	LPMP_010060	717		partial
mRNA		GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	18240	18956	-	XM_010698347.1		XP_010696649.1	hypothetical protein		22571735	LPMP_010060	717	717	partial
CDS	with_protein	GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	18240	18956	-	XP_010696649.1		XM_010698347.1	hypothetical protein		22571735	LPMP_010060	717	238	
gene	protein_coding	GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	20086	21936	-						22571736	LPMP_010070	1851		partial
mRNA		GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	20086	21936	-	XM_010698348.1		XP_010696650.1	hypothetical protein		22571736	LPMP_010070	1851	1851	partial
CDS	with_protein	GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	20086	21936	-	XP_010696650.1		XM_010698348.1	hypothetical protein		22571736	LPMP_010070	1851	616	
gene	protein_coding	GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	22773	23465	-						22571737	LPMP_010080	693		partial
mRNA		GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	22773	23465	-	XM_010698349.1		XP_010696651.1	hypothetical protein		22571737	LPMP_010080	693	693	partial
CDS	with_protein	GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	22773	23465	-	XP_010696651.1		XM_010698349.1	hypothetical protein		22571737	LPMP_010080	693	230	
gene	protein_coding	GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	24995	25813	-						22571738	LPMP_010090	819		partial
mRNA		GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	24995	25813	-	XM_010698350.1		XP_010696652.1	thymidylate kinase, putative		22571738	LPMP_010090	819	819	partial
CDS	with_protein	GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	24995	25813	-	XP_010696652.1		XM_010698350.1	thymidylate kinase, putative		22571738	LPMP_010090	819	272	
gene	protein_coding	GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	26545	27507	-						22571739	LPMP_010100	963		partial
mRNA		GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	26545	27507	-	XM_010698351.1		XP_010696653.1	galactoside 2-alpha-L-fucosyltransferase, putative		22571739	LPMP_010100	963	963	partial
CDS	with_protein	GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	26545	27507	-	XP_010696653.1		XM_010698351.1	galactoside 2-alpha-L-fucosyltransferase, putative		22571739	LPMP_010100	963	320	
gene	protein_coding	GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	28866	29453	-						22571740	LPMP_010110	588		partial
mRNA		GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	28866	29453	-	XM_010698352.1		XP_010696654.1	glutaredoxin-like protein		22571740	LPMP_010110	588	588	partial
CDS	with_protein	GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	28866	29453	-	XP_010696654.1		XM_010698352.1	glutaredoxin-like protein		22571740	LPMP_010110	588	195	
gene	protein_coding	GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	30895	32616	-						22571741	LPMP_010120	1722		partial
mRNA		GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	30895	32616	-	XM_010698353.1		XP_010696655.1	hypothetical protein		22571741	LPMP_010120	1722	1722	partial
CDS	with_protein	GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	30895	32616	-	XP_010696655.1		XM_010698353.1	hypothetical protein		22571741	LPMP_010120	1722	573	
gene	protein_coding	GCF_000755165.1	Primary Assembly	chromosome	1	NC_025854.1	34356	35450	-						22571742	LPMP_010130	1095		partial
