# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	rRNA	GCF_000277815.2	Primary Assembly	chromosome	I	NC_018468.1	211	2731	-						13467225	EHEL_010010	2521		
rRNA		GCF_000277815.2	Primary Assembly	chromosome	I	NC_018468.1	211	2731	-				5.8S-23S ribosomal RNA		13467225	EHEL_010010	2521		
gene	rRNA	GCF_000277815.2	Primary Assembly	chromosome	I	NC_018468.1	2776	4087	-						13467231	EHEL_010020	1312		
rRNA		GCF_000277815.2	Primary Assembly	chromosome	I	NC_018468.1	2776	4087	-				16S ribosomal RNA		13467231	EHEL_010020	1312		
gene	protein_coding	GCF_000277815.2	Primary Assembly	chromosome	I	NC_018468.1	5941	8538	-						13467234	EHEL_010030	2598		partial
mRNA		GCF_000277815.2	Primary Assembly	chromosome	I	NC_018468.1	5941	8538	-	XM_003886560.1		XP_003886609.1	aminopeptidase N		13467234	EHEL_010030	2598	2598	partial
CDS	with_protein	GCF_000277815.2	Primary Assembly	chromosome	I	NC_018468.1	5941	8538	-	XP_003886609.1		XM_003886560.1	aminopeptidase N		13467234	EHEL_010030	2598	865	
gene	protein_coding	GCF_000277815.2	Primary Assembly	chromosome	I	NC_018468.1	8586	9200	+						13467236	EHEL_010040	615		partial
mRNA		GCF_000277815.2	Primary Assembly	chromosome	I	NC_018468.1	8586	9200	+	XM_003886561.1		XP_003886610.1	dihydrofolate reductase		13467236	EHEL_010040	615	615	partial
CDS	with_protein	GCF_000277815.2	Primary Assembly	chromosome	I	NC_018468.1	8586	9200	+	XP_003886610.1		XM_003886561.1	dihydrofolate reductase		13467236	EHEL_010040	615	204	
gene	protein_coding	GCF_000277815.2	Primary Assembly	chromosome	I	NC_018468.1	9242	10126	+						13467239	EHEL_010050	885		partial
mRNA		GCF_000277815.2	Primary Assembly	chromosome	I	NC_018468.1	9242	10126	+	XM_003886562.1		XP_003886611.1	thymidylate synthase		13467239	EHEL_010050	885	885	partial
CDS	with_protein	GCF_000277815.2	Primary Assembly	chromosome	I	NC_018468.1	9242	10126	+	XP_003886611.1		XM_003886562.1	thymidylate synthase		13467239	EHEL_010050	885	294	
